Kanji,Hiragana,Romaji,English,Level,PronunciationURL,Topic,Part_of_Speech
転じる,てんじる,tenjiru,"to turn, to shift, to alter, to distract",N1,,General,General
点線,てんせん,tensen,"dotted line, perforated line",N1,,General,General
天体,てんたい,tentai,heavenly body,N1,,General,General
転転,てんてん,tenten,"rolling about, moving from place to place, being passed around repeatedly",N1,,General,General
,てんで,tende,"(not) at all, altogether, entirely",N1,,General,General
転任,てんにん,tennin,change of post,N1,,General,General
展望,てんぼう,tenbou,"view, outlook, prospect",N1,,General,General
転落,てんらく,tenraku,"fall, degradation, slump",N1,,General,General
出合う,であう,deau,"to meet by chance, to come across, to happen to encounter, to hold a rendezvous, to have a date",N1,,General,General
出入り口,でいりぐち,deiriguchi,exit and entrance,N1,,General,General
,でかい,dekai,huge,N1,,General,General
出来物,できもの,dekimono,"able man, tumour, growth, boil, ulcer, abcess, rash, pimple",N1,,General,General
出切る,できる,dekiru,"to be out of, to have no more at hand",N1,,General,General
出くわす,でくわす,dekuwasu,"to happen to meet, to come across",N1,,General,General
出鱈目,でたらめ,detarame,"irresponsible utterance, nonsense, nonsensical, random, haphazard, unsystematic",N1,,General,General
出直し,でなおし,denaoshi,"adjustment, touch up",N1,,General,General
田園,でんえん,denen,"country, rural districts",N1,,General,General
電源,でんげん,dengen,"source of electricity, power (button on TV etc.)",N1,,General,General
伝説,でんせつ,densetsu,"tradition, legend, folklore",N1,,General,General
電線,でんせん,densen,electric line,N1,,General,General
伝達,でんたつ,dentatsu,"transmission (e.g. news), communication, delivery",N1,,General,General
伝来,でんらい,denrai,"ancestral, hereditary, imported, transmitted, handed down",N1,,General,General
,と,to,"1. if (conjunction), 2. promoted pawn (shogi) (abbr)",N1,,General,General
問い合わせる,といあわせる,toiawaseru,"to enquire, to seek information",N1,,General,General
問屋,といや,toiya,wholesale store,N1,,General,General
問う,とう,tou,"to ask, to question, to charge (i.e. with a crime), to accuse, without regard to (neg)",N1,,General,General
棟,とう,tou,"place, section, building",N1,,General,General
等,とう,tou,"et cetera, etc., and the like",N1,,General,General
陶器,とうき,touki,"pottery, ceramics",N1,,General,General
等級,とうきゅう,toukyuu,"grade, class",N1,,General,General
討議,とうぎ,tougi,"debate, discussion",N1,,General,General
登校,とうこう,toukou,attendance (at school),N1,,General,General
統合,とうごう,tougou,"integration, unification, synthesis",N1,,General,General
倒産,とうさん,tousan,"(corporate) bankruptcy, insolvency",N1,,General,General
投資,とうし,toushi,investment,N1,,General,General
統治,とうじ,touji,"rule, reign, government, governing",N1,,General,General
統制,とうせい,tousei,"regulation, control",N1,,General,General
当選,とうせん,tousen,"being elected, winning the prize",N1,,General,General
逃走,とうそう,tousou,"flight, desertion, escape",N1,,General,General
統率,とうそつ,tousotsu,"command, lead, generalship, leadership",N1,,General,General
到達,とうたつ,toutatsu,"reaching, attaining, arrival",N1,,General,General
到底,とうてい,toutei,(cannot) possibly,N1,,General,General
丁々,とうとう,toutou,"clashing of swords, felling of trees, ringing of an ax",N1,,General,General
投入,とうにゅう,tounyuu,"throw, investment, making (an electrical circuit)",N1,,General,General
当人,とうにん,tounin,"the one concerned, the said person",N1,,General,General
逃亡,とうぼう,toubou,escape,N1,,General,General
冬眠,とうみん,toumin,"hibernation, winter sleep",N1,,General,General
登録,とうろく,touroku,"registration, register, entry, record",N1,,General,General
討論,とうろん,touron,"debate, discussion",N1,,General,General
遠ざかる,とおざかる,toozakaru,to go far off,N1,,General,General
遠回り,とおまわり,toomawari,"detour, roundabout way",N1,,General,General
通りかかる,とおりかかる,toorikakaru,to happen to pass by,N1,,General,General
兎角,とかく,tokaku,"anyhow, anyway, somehow or other, generally speaking, in any case, this and that, many, be apt to",N1,,General,General
咎める,とがめる,togameru,"to blame, to find fault, to take someone to task, to aggravate (an injury)",N1,,General,General
時折,ときおり,tokiori,sometimes,N1,,General,General
跡切れる,とぎれる,togireru,"to pause, to be interrupted",N1,,General,General
説く,とく,toku,"to explain, to advocate, to preach, to persuade",N1,,General,General
特技,とくぎ,tokugi,special skill,N1,,General,General
特産,とくさん,tokusan,"specialty, special product",N1,,General,General
特集,とくしゅう,tokushuu,"feature (e.g. newspaper), special edition, report",N1,,General,General
得点,とくてん,tokuten,"score, points made, marks obtained, runs",N1,,General,General
特派,とくは,tokuha,"send specially, special envoy",N1,,General,General
特有,とくゆう,tokuyuu,"characteristic (of), peculiar (to)",N1,,General,General
研ぐ,とぐ,togu,"to sharpen, to grind, to scour, to hone, to polish, to wash (rice)",N1,,General,General
刺,とげ,toge,"thorn, splinter, spine, biting words",N1,,General,General
遂げる,とげる,togeru,"to accomplish, to achieve, to carry out",N1,,General,General
床,とこ,toko,"bed, sickbed, alcove, padding",N1,,General,General
所が,ところが,tokoroga,"however, while, even if",N1,,General,General
所で,ところで,tokorode,"by the way, even if, no matter what",N1,,General,General
年頃,としごろ,toshigoro,"age, marriageable age, age of puberty, adolescence, for some years",N1,,General,General
年寄り,としより,toshiyori,"old people, the aged",N1,,General,General
戸締り,とじまり,tojimari,"closing up, fastening the doors",N1,,General,General
途上,とじょう,tojou,"en route, half way",N1,,General,General
綴じる,とじる,tojiru,"to bind, to file",N1,,General,General
途絶える,とだえる,todaeru,"to stop, to cease, to come to an end",N1,,General,General
特許,とっきょ,tokkyo,"special permission, patent",N1,,General,General
疾っくに,とっくに,tokkuni,"long ago, already, a long time ago",N1,,General,General
特権,とっけん,tokken,"privilege, special right",N1,,General,General
咄嗟,とっさ,tossa,"moment, instant",N1,,General,General
取っ手,とって,totte,"handle, grip, knob",N1,,General,General
突破,とっぱ,toppa,"breaking through, breakthrough, penetration",N1,,General,General
突如,とつじょ,totsujo,"suddenly, all of a sudden",N1,,General,General
迚も,とても,totemo,"very, awfully, exceedingly",N1,,General,General
整える,ととのえる,totonoeru,"to put in order, to get ready, to arrange, to adjust",N1,,General,General
届け,とどけ,todoke,"report, notification, registration",N1,,General,General
滞る,とどこおる,todokooru,"to stagnate, to be delayed",N1,,General,General
止まる,とどまる,todomaru,to be limited to,N1,,General,General
留める,とどめる,todomeru,"to stop, to cease, to put an end to",N1,,General,General
止める,とどめる,todomeru,"to stop, to cease, to put an end to",N1,,General,General
唱える,となえる,tonaeru,"to recite, to chant, to call upon",N1,,General,General
兎に角,とにかく,tonikaku,"anyhow, at any rate, anyway, somehow or other, generally speaking, in any case",N1,,General,General
殿様,とのさま,tonosama,feudal lord,N1,,General,General
幕,とばり,tobari,"curtain, bunting, act (in play)",N1,,General,General
帳,とばり,tobari,curtain,N1,,General,General
扉,とびら,tobira,"door, opening",N1,,General,General
徒歩,とほ,toho,"walking, going on foot",N1,,General,General
乏しい,とぼしい,toboshii,"meagre, scarce, limited, destitute, hard up, scanty, poor",N1,,General,General
富,とみ,tomi,"wealth, fortune",N1,,General,General
富む,とむ,tomu,"to be rich, to become rich",N1,,General,General
兎も角,ともかく,tomokaku,"anyhow, anyway, somehow or other, generally speaking, in any case",N1,,General,General
共稼ぎ,ともかせぎ,tomokasegi,"working together, (husband and wife) earning a living together",N1,,General,General
灯,ともしび,tomoshibi,light,N1,,General,General
伴う,ともなう,tomonau,"to accompany, to bring with, to be accompanied by, to be involved in",N1,,General,General
共働き,ともばたらき,tomobataraki,dual income,N1,,General,General
捕らえる,とらえる,toraeru,"to seize, to grasp, to capture, to arrest",N1,,General,General
取りあえず,とりあえず,toriaezu,"at once, first of all, for the time being",N1,,General,General
取り扱い,とりあつかい,toriatsukai,"treatment, service, handling, management",N1,,General,General
取り扱う,とりあつかう,toriatsukau,"to treat, to handle, to deal in",N1,,General,General
鳥居,とりい,torii,torii (Shinto shrine archway),N1,,General,General
取り替え,とりかえ,torikae,"swap, exchange",N1,,General,General
取り組む,とりくむ,torikumu,"to tackle, to wrestle with, to engage in a bout, to come to grips with",N1,,General,General
取り締まり,とりしまり,torishimari,"control, management, supervision",N1,,General,General
取り締まる,とりしまる,torishimaru,"to manage, to control, to supervise",N1,,General,General
取り調べる,とりしらべる,torishiraberu,"to investigate, to examine",N1,,General,General
取り立てる,とりたてる,toritateru,"to collect, to extort, to appoint, to promote",N1,,General,General
取り次ぐ,とりつぐ,toritsugu,"to act as an agent for, to announce (someone), to convey (a message)",N1,,General,General
取り除く,とりのぞく,torinozoku,"to remove, to take away, to set apart",N1,,General,General
取り引き,とりひき,torihiki,"transactions, dealings, business",N1,,General,General
取り巻く,とりまく,torimaku,"to surround, to circle, to enclose",N1,,General,General
取り混ぜる,とりまぜる,torimazeru,"to mix, to put together",N1,,General,General
取り戻す,とりもどす,torimodosu,"to take back, to regain",N1,,General,General
取り寄せる,とりよせる,toriyoseru,"to order, to send away for",N1,,General,General
取り分,とりわけ,toriwake,"especially, above all",N1,,General,General
副,とりわけ,toriwake,"especially, above all",N1,,General,General
蕩ける,とろける,torokeru,to be enchanted with,N1,,General,General
,とんだ,tonda,"terrible, awful, serious, preposterous, absolutely not",N1,,General,General
胴,どう,dou,"trunk, body, frame",N1,,General,General
働,どう,dou,"work, labor",N1,,General,General
同,どう,dou,"the same, the said, ibid.",N1,,General,General
同意,どうい,doui,"agreement, consent, same meaning, same opinion, approval",N1,,General,General
動員,どういん,douin,mobilization,N1,,General,General
同感,どうかん,doukan,"agreement, same opinion, same feeling, sympathy, concurrence",N1,,General,General
動機,どうき,douki,"motive, incentive",N1,,General,General
同級,どうきゅう,doukyuu,"the same grade, same class",N1,,General,General
同居,どうきょ,doukyo,living together,N1,,General,General
動向,どうこう,doukou,"trend, tendency, movement, attitude",N1,,General,General
同士,どうし,doushi,"fellow, companion, comrade",N1,,General,General
同志,どうし,doushi,"same mind, comrade, kindred soul",N1,,General,General
如何して,どうして,doushite,"why?, for what reason, how, in what way, for what purpose, what for",N1,,General,General
如何しても,どうしても,doushitemo,"by all means, at any cost, no matter what, after all, in the long run, cravingly, at any rate, surely",N1,,General,General
同情,どうじょう,doujou,"sympathy, compassion, sympathize, pity, feel for",N1,,General,General
道場,どうじょう,doujou,"dojo, hall used for martial arts training, mandala",N1,,General,General
